rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
8505,3.0628530894535504,0.0005878894767783657,-49.603633880615234,0.0,0.3278370094309829,-0.0018095551751468454,0.0,0.36637031739616627,0.0,5903,0.42108476161956787,0.0,3315864,0.0003,-1.7704231333540479,1.0,0.0,0.0,0.0,275488,0.0,0.0,561,102550,29.23,3592043,0.004350382128159906,1.1277074042073285,0.0,0.0,51.42646139000001,0.3084597198804197,0.3277113663533802,0.36130508069522166,91.76936397416385
8510,3.0631771238401853,0.0005875440658049354,-49.02418899536133,0.0,0.327810567086858,-0.001808678037222594,0.0,0.366337874964998,0.0,5907,0.413392573595047,0.0,3317448,0.0003,-1.7703064707301643,1.0,0.0,0.0,0.0,275620,0.0,0.0,561,102600,30.63,3593785,0.004347826086956522,1.1277235515803752,0.0,0.0,50.341234840000006,0.308434823778786,0.3276848670462103,0.3612754681650212,91.76880392498715
,,,-48.40153884887695,,,,,,,5911,0.36313295364379883,,3319104,0.0003,,1.0,,,,275758,,,561,102650,33.0,,,,,,40.70865457,,,,
8515,3.062460015975538,0.0005871990604815032,-47.99729537963867,0.0,0.3279106796417808,-0.0018071875463091809,0.0,0.36644897886139677,0.0,5914,0.33152687549591064,0.0,3320664,0.0003,-1.7710819961714512,1.0,0.0,0.0,0.0,275888,0.0,0.0,561,102700,32.36,3596749,0.004345273047563124,1.1277981990557016,0.0,0.0,40.83025912,0.3085371816613606,0.3277855500280787,0.3613901101704308,91.76856502667573
8520,3.0623855398185977,0.0005868544600938967,-46.79937744140625,0.0,0.32791648875099955,-0.0018060778130564977,0.0,0.36645056656095687,0.0,5917,0.42643576860427856,0.0,3322116,0.0003,-1.771041417327426,1.0,0.0,0.0,0.0,276009,0.0,0.0,561,102750,29.61,3598959,0.004342723004694835,1.1277723776273663,0.0,0.0,51.3787033,0.3085451081768785,0.3277914617122745,0.36139468926263496,91.76861552643015
,,,-47.948673248291016,,,,,,,5920,0.33268624544143677,,3323688,0.0003,,1.0,,,,276140,,,561,102800,29.55,,,,,,51.74597932,,,,
8525,3.062355374735117,0.0005865102639296188,-52.41487503051758,0.0,0.32794321935897,-0.0018049955055611912,0.0,0.3664785827089308,0.0,5923,0.40886402130126953,0.0,3325320,0.0003,-1.7710513718844831,1.0,0.0,0.0,0.0,276276,0.0,0.0,561,102850,31.54,3601117,0.004340175953079179,1.1278442122583106,0.0,0.0,45.55520333,0.30857194475185734,0.32781839835828913,0.36142582412624097,91.7677866031114
8530,3.0623473426343835,0.0005861664712778429,-47.23204803466797,0.0,0.32795477909541493,-0.001803927510976899,0.0,0.36648955941187805,0.0,5926,0.35736674070358276,0.0,3326544,0.0003,-1.7712013549703125,1.0,0.0,0.0,0.0,276378,0.0,0.0,561,102900,29.82,3603249,0.004337631887456037,1.1278717617342355,0.0,0.0,50.664064939999996,0.3085839875474185,0.3278300888221061,0.3614398315566195,91.76852959505172
8535,3.062582262048573,0.0005858230814294083,-47.20243835449219,0.0,0.3279508798397907,-0.0018030038043380272,0.0,0.3664809299577103,0.0,5929,0.4455581307411194,0.0,3328080,0.0003,-1.7713390630655557,1.0,0.0,0.0,0.0,276506,0.0,0.0,561,102950,28.59,3605095,0.004335090802577621,1.1279284544952437,0.0,0.0,53.47642864,0.30858036666091965,0.3278262436913648,0.3614341323040533,91.76866023597228
8540,3.06276174755462,0.000585480093676815,-48.95280838012695,0.0,0.32793507632086233,-0.0018020485688130267,0.0,0.36646305294171516,0.0,5932,0.30365246534347534,0.0,3329676,0.0003,-1.7713066729291287,1.0,0.0,0.0,0.0,276639,0.0,0.0,561,103000,30.66,3607006,0.004332552693208431,1.127936268226304,0.0,0.0,46.696035609999996,0.3085661124743058,0.32781043539871874,0.3614191363369634,91.76813296015581
,,,-52.341552734375,,,,,,,5935,0.36583003401756287,,3331344,0.0003,,1.0,,,,276778,,,561,103050,31.78,,,,,,44.422561050000006,,,,
8545,3.0625659570023376,0.0005851375073142189,-49.15997314453125,0.0,0.32797339125866076,-0.0018008737839599774,0.0,0.3664999667793629,0.0,5938,0.43491464853286743,0.0,3332856,0.0003,-1.7714822869411169,1.0,0.0,0.0,0.0,276904,0.0,0.0,561,103100,31.85,3609359,0.004330017554125219,1.1279745113627864,0.0,0.0,44.99144734999999,0.3086051475051439,0.32784901288291235,0.3614591984710012,91.76806269897091
8550,3.062866523387297,0.0005847953216374269,-49.024871826171875,0.0,0.32794937891134046,-0.001799992080034848,0.0,0.3664730835037033,0.0,5941,0.36955809593200684,0.0,3334416,0.0003,-1.7713364507417413,1.0,0.0,0.0,0.0,277034,0.0,0.0,561,103150,31.06,3611127,0.0043274853801169594,1.1279992081616879,0.0,0.0,46.16647472,0.3085808379133845,0.3278249550928665,0.3614351448549518,91.76725410962509
8555,3.0633872505802553,0.0005844535359438924,-52.73261642456055,0.0,0.32791246890690784,-0.0017992407204159844,0.0,0.36642543996412197,0.0,5944,0.3125603199005127,0.0,3335784,0.0003,-1.7711436227586195,1.0,0.0,0.0,0.0,277148,0.0,0.0,561,103200,29.83,3612635,0.0043249561659848045,1.1280410570187007,0.0,0.0,49.69020097000001,0.3085445286458903,0.3277879360668089,0.3613902252275732,91.7684829733443
8560,3.063621028855872,0.0005841121495327102,-53.7340087890625,0.0,0.3278984475819934,-0.0017983218060905564,0.0,0.36641108392949523,0.0,5948,0.3449055552482605,0.0,3337356,0.0003,-1.7710748291272218,1.0,0.0,0.0,0.0,277279,0.0,0.0,561,103250,29.94,3614481,0.004322429906542056,1.1280796926222745,0.0,0.0,48.97303477999999,0.30853081975864854,0.3277739187062703,0.3613787540391813,91.76758497954461
8565,3.0639206536939243,0.0005837711617046118,-50.21073913574219,0.0,0.3278803178695859,-0.0017974425986706114,0.0,0.3663851237934532,0.0,5951,0.3338344693183899,0.0,3338988,0.0003,-1.7709358095848655,1.0,0.0,0.0,0.0,277415,0.0,0.0,561,103300,31.29,3616249,0.004319906596614127,1.128106840657007,0.0,0.0,44.96420187,0.3085134516729945,0.32775577270810163,0.36135561818141426,91.767938910403
8570,3.063680583996149,0.0005834305717619603,-48.900299072265625,0.0,0.32791067997956497,-0.001796247997183483,0.0,0.3664242766410516,0.0,5954,0.40905070304870605,0.0,3340536,0.0003,-1.7711125036316095,1.0,0.0,0.0,0.0,277544,0.0,0.0,560,103350,30.73,3618654,0.004317386231038506,1.1281357487210097,0.0,0.0,46.45757544999999,0.3085439141307723,0.3277863573713672,0.36139791267390703,91.7660012622189
,,,-46.73583984375,,,,,,,5957,0.3813570737838745,,3341976,0.0003,,1.0,,,,277664,,,560,103400,30.39,,,,,,46.10097712999999,,,,
8575,3.0633088618046704,0.0005830903790087463,-48.0475959777832,0.0,0.3279699225024301,-0.001794977652528226,0.0,0.3664815924554346,0.0,5960,0.40841221809387207,0.0,3343536,0.0003,-1.7715067365099475,1.0,0.0,0.0,0.0,277794,0.0,0.0,560,103450,30.88,3621215,0.004314868804664723,1.1281720708508196,0.0,0.0,43.78078455000001,0.3086034903858528,0.32784596433803886,0.36145845585076974,91.76627941542196
8580,3.0637729836799723,0.0005827505827505828,-52.587406158447266,0.0,0.32793288947558485,-0.001794198280440368,0.0,0.3664406931932889,0.0,5964,0.33331888914108276,0.0,3344976,0.0003,-1.771406013729179,1.0,0.0,0.0,0.0,277914,0.0,0.0,560,103500,30.2,3622788,0.004312354312354313,1.1282138412628313,0.0,0.0,46.890930309999995,0.30856812739950884,0.3278088217309283,0.361420297032992,91.76480544726597
8585,3.064247693654141,0.0005824111822947001,-51.22945022583008,0.0,0.3279034075508926,-0.0017934260175899224,0.0,0.3664008402183009,0.0,5967,0.3787475824356079,0.0,3346572,0.0003,-1.7712784476728156,1.0,0.0,0.0,0.0,278047,0.0,0.0,560,103550,30.38,3624348,0.0043098427489807805,1.1282626974515273,0.0,0.0,47.71708747999999,0.30853847919048116,0.32777926747776664,0.3613831864384151,91.76522464544195
8590,3.063678492962643,0.0005820721769499418,-46.48426055908203,0.0,0.3279697691889456,-0.0017920440412743583,0.0,0.36648232658474555,0.0,5970,0.40865767002105713,0.0,3348264,0.0003,-1.7718740896027083,1.0,0.0,0.0,0.0,278188,0.0,0.0,560,103600,32.1,3627143,0.004307334109429569,1.1283007630929693,0.0,0.0,42.77416565000001,0.3086064735197582,0.3278460277926053,0.36146800816942337,91.76307391956742
8595,3.063922164268929,0.0005817335660267597,-52.819942474365234,0.0,0.32795098092560854,-0.0017911388777440247,0.0,0.3664627388849867,0.0,5973,0.3482244610786438,0.0,3349824,0.0003,-1.7720360709506568,1.0,0.0,0.0,0.0,278318,0.0,0.0,560,103650,32.78,3628976,0.004304828388598022,1.128326967923042,0.0,0.0,41.44135858,0.30858833539592095,0.32782721960642497,0.3614512556045513,91.76291958830888
,,,-55.29288864135742,,,,,,,5977,0.3318408727645874,,3351444,0.0003,,1.0,,,,278453,,,560,103700,31.81,,,,,,44.521746130000004,,,,
8600,3.063836490371362,0.0005813953488372093,-50.24966049194336,0.0,0.32796782465608315,-0.0017900423524020578,0.0,0.36648264131333974,0.0,5979,0.34084200859069824,0.0,3352884,0.0003,-1.7720869666984598,1.0,0.0,0.0,0.0,278573,0.0,0.0,560,103750,29.71,3631199,0.004302325581395349,1.128353473260463,0.0,0.0,49.14165943999999,0.3086073109670745,0.3278442183080699,0.3614741836601997,91.76135421990898
8605,3.0640907740917402,0.0005810575246949448,-58.52111053466797,0.0,0.32795020038048794,-0.0017891456114047298,0.0,0.3664614171800438,0.0,5982,0.3374948501586914,0.0,3354336,0.0003,-1.7722229811478851,1.0,0.0,0.0,0.0,278694,0.0,0.0,560,103800,29.13,3633019,0.004299825682742592,1.128378551607287,0.0,0.0,49.71932749,0.30858934409017413,0.3278265797631959,0.3614557799023174,91.76173241657516
8610,3.0642023346303504,0.0005807200929152149,-53.560447692871094,0.0,0.3279576795017747,-0.0017881666285191119,0.0,0.3664717284655728,0.0,5985,0.3687950670719147,0.0,3355800,0.0003,-1.7722969929754666,1.0,0.0,0.0,0.0,278816,0.0,0.0,560,103850,30.24,3635008,0.0042973286875725904,1.1284481714086236,0.0,0.0,47.31051772000001,0.30859630578829644,0.327834167687725,0.36146906285689173,91.76164231214068
8615,3.06432472620171,0.0005803830528148578,-48.421451568603516,0.0,0.3279786973352773,-0.0017871951045151696,0.0,0.36648446225667247,0.0,5989,0.43986475467681885,0.0,3357264,0.0003,-1.7725474375448047,1.0,0.0,0.0,0.0,278938,0.0,0.0,560,103900,29.86,3636984,0.0042948345908299474,1.1285292453921691,0.0,0.0,47.6859167,0.30861679535094694,0.32785536052508585,0.36148477671882656,91.76260556953692
,,,-50.76865768432617,,,,,,,5991,0.35672086477279663,,3358800,0.0003,,1.0,,,,279066,,,560,103950,29.54,,,,,,48.376159089999994,,,,
8620,3.06449077580417,0.000580046403712297,-46.74108123779297,0.0,0.32796597286557516,-0.0017862501607625145,0.0,0.3664688170874413,0.0,5994,0.395698606967926,0.0,3360240,0.0003,-1.7724886069651744,1.0,0.0,0.0,0.0,279186,0.0,0.0,560,104000,29.54,3638908,0.004292343387470998,1.1285390117844996,0.0,0.0,49.6789408,0.30860497916817287,0.3278426456446031,0.3614719691959677,91.76226673942644
8625,3.064897408245906,0.0005797101449275362,-51.44190216064453,0.0,0.3279367525430693,-0.0017854464687439742,0.0,0.36643529057198887,0.0,5997,0.451875239610672,0.0,3361716,0.0003,-1.7722995321668475,1.0,0.0,0.0,0.0,279309,0.0,0.0,560,104050,29.59,3640546,0.004289855072463768,1.1285822977077307,0.0,0.0,49.662690700000006,0.3085767290471999,0.32781335417943847,0.3614411895202925,91.76106738816341
8630,3.0652817931969873,0.0005793742757821553,-47.68236541748047,0.0,0.3279197269206735,-0.0017846307598957775,0.0,0.3664112985850541,0.0,6000,0.4465938210487366,0.0,3363372,0.0003,-1.7722551816877383,1.0,0.0,0.0,0.0,279447,0.0,0.0,560,104100,31.42,3642210,0.004287369640787949,1.128646737258515,0.0,0.0,44.76133294,0.30856003459021075,0.3277963171359525,0.3614199878037126,91.76145354631242
8635,3.0649550760977733,0.0005790387955993051,-47.992095947265625,0.0,0.3279747950656261,-0.0017834022321062337,0.0,0.3664654420009114,0.0,6003,0.3217218518257141,0.0,3364956,0.0003,-1.772430980390077,1.0,0.0,0.0,0.0,279579,0.0,0.0,560,104150,31.34,3644719,0.004284887087434858,1.1286900014286252,0.0,0.0,44.71545652,0.30861549200338445,0.32785172624576153,0.3614773001451341,91.76162054579483
8640,3.0655575799280497,0.0005787037037037037,-50.88572692871094,0.0,0.32794404130825705,-0.0017827155035636483,0.0,0.3664197778808237,0.0,6006,0.30571115016937256,0.0,3366216,0.0003,-1.772290876180913,1.0,0.0,0.0,0.0,279684,0.0,0.0,560,104200,28.12,3646123,0.0042824074074074075,1.1287680144942283,0.0,0.0,53.47825810000001,0.3085832471749031,0.3278208938289705,0.3614343137194212,91.76388519267383
8645,3.0661814760297528,0.000578368999421631,-45.376953125,0.0,0.32789245839147224,-0.0017820420062941724,0.0,0.36636057731496274,0.0,6010,0.40910857915878296,0.0,3367824,0.0003,-1.7721440691732306,1.0,0.0,0.0,0.0,279818,0.0,0.0,560,104250,28.93,3647501,0.004279930595720069,1.1288121435335363,0.0,0.0,51.01783869,0.3085313479698122,0.32776913065586716,0.3613777216502522,91.76443768684175
8650,3.065821856090151,0.0005780346820809249,-45.612545013427734,0.0,0.3279522552095741,-0.0017807980112047811,0.0,0.3664196218666873,0.0,6013,0.365959107875824,0.0,3369276,0.0003,-1.7725622363346063,1.0,0.0,0.0,0.0,279939,0.0,0.0,560,104300,31.36,3650049,0.0042774566473988435,1.1288584679679354,0.0,0.0,43.77918150000001,0.3085909647616555,0.32782929086907103,0.3614399486078197,91.76509271763919
,,,-46.96601867675781,,,,,,,6016,0.27453139424324036,,3370764,0.0003,,1.0,,,,280063,,,560,104350,30.79,,,,,,45.54857939999999,,,,
8655,3.0657791699295225,0.0005777007510109763,-49.99741744995117,0.0,0.3279861305462081,-0.0017797394461450844,0.0,0.36644604775659273,0.0,6019,0.22289755940437317,0.0,3372324,0.0003,-1.7728090882734417,1.0,0.0,0.0,0.0,280193,0.0,0.0,560,104400,29.94,3652220,0.004274985557481225,1.1289209797471451,0.0,0.0,48.92890200999998,0.30862506117052596,0.32786340277668397,0.36146939414867957,91.76697652412875
8660,3.065976483981714,0.0005773672055427252,-48.81218338012695,0.0,0.3279734864547057,-0.001778821352971521,0.0,0.366433800962646,0.0,6022,0.3002762794494629,0.0,3373812,0.0003,-1.7727728178108102,1.0,0.0,0.0,0.0,280317,0.0,0.0,560,104450,29.81,3654105,0.004272517321016166,1.1289527273061375,0.0,0.0,49.94841168,0.3086117971854999,0.327850768268264,0.36145997502967986,91.766190431065
8665,3.066413473300902,0.0005770340450086555,-50.99458312988281,0.0,0.32793441667714285,-0.001778043298910415,0.0,0.3663884623217865,0.0,6025,0.407042533159256,0.0,3375408,0.0003,-1.7725586436569583,1.0,0.0,0.0,0.0,280450,0.0,0.0,560,104500,30.83,3655704,0.004270051933064051,1.1289707559045565,0.0,0.0,49.41628793999999,0.3085730763286391,0.32781157935122235,0.3614172996042615,91.76569203784094
8670,3.0666974710764365,0.0005767012687427913,-49.47825241088867,0.0,0.3279231587435616,-0.0017771774867155984,0.0,0.3663726743192378,0.0,6029,0.34813863039016724,0.0,3376920,0.0003,-1.7725614072162108,1.0,0.0,0.0,0.0,280576,0.0,0.0,560,104550,30.79,3657485,0.004267589388696655,1.129023492023903,0.0,0.0,48.64830298000002,0.30856277084248884,0.32780033780074486,0.3614043155791677,91.76562367562542
8675,3.067547880467612,0.0005763688760806917,-50.9919319152832,0.0,0.3278458757015745,-0.001776640727712042,0.0,0.36628217380127354,0.0,6032,0.3719807267189026,0.0,3378288,0.0003,-1.77236894466826,1.0,0.0,0.0,0.0,280690,0.0,0.0,560,104600,28.86,3658590,0.004265129682997118,1.129054441613699,0.0,0.0,51.45470832,0.30848496404144327,0.327722749907252,0.36131625231035736,91.76672385072919
8680,3.067940061870243,0.000576036866359447,-54.16164016723633,0.0,0.327810445611584,-0.001775839350468999,0.0,0.36624187335299646,0.0,6035,0.43558186292648315,0.0,3379872,0.0003,-1.7722437314098782,1.0,0.0,0.0,0.0,280822,0.0,0.0,560,104650,29.9,3660241,0.004262672811059908,1.1290713844941356,0.0,0.0,49.43020285000001,0.30844984471917714,0.327687218817631,0.36127863037430846,91.76592101409348
8685,3.068233857426347,0.0005757052389176742,-47.449920654296875,0.0,0.32778578699836114,-0.001774981983932863,0.0,0.3662139140230184,0.0,6038,0.2853526175022125,0.0,3381444,0.0003,-1.7721748083239657,1.0,0.0,0.0,0.0,280953,0.0,0.0,560,104700,31.43,3662009,0.004260218767990789,1.1290901444679833,0.0,0.0,47.33143802000001,0.30842555323830806,0.32766251166480553,0.36125340642822884,91.76484365293642
8690,3.0677871704913495,0.0005753739930955121,-47.892845153808594,0.0,0.3278571789160422,-0.0017736974852517054,0.0,0.366291167209943,0.0,6040,0.5095831155776978,0.0,3382932,0.0003,-1.7725336149097441,1.0,0.0,0.0,0.0,281077,0.0,0.0,560,104750,31.17,3664661,0.00425776754890679,1.129160757458801,0.0,0.0,47.13416805,0.30849664707696123,0.3277343215793888,0.36133390281263544,91.76456092672424
8695,3.0683091499652497,0.0005750431282346176,-52.4395751953125,0.0,0.32781724639155524,-0.0017729741996794462,0.0,0.36624275575175685,0.0,6043,0.39412549138069153,0.0,3384336,0.0003,-1.7724131709940318,1.0,0.0,0.0,0.0,281194,0.0,0.0,560,104800,29.41,3666156,0.00425531914893617,1.1292004661758772,0.0,0.0,51.05750167,0.3084565533549003,0.3276942662212782,0.3612881208518193,91.76599892275223
8700,3.068808949097753,0.0005747126436781609,-48.758968353271484,0.0,0.3277774540591857,-0.0017722389403428927,0.0,0.36619856992189004,0.0,6046,0.37128669023513794,0.0,3385812,0.0003,-1.7722678921712132,1.0,0.0,0.0,0.0,281317,0.0,0.0,559,104850,27.86,3667677,0.004252873563218391,1.1292449963498807,0.0,0.0,55.645414389999985,0.30841655786144523,0.32765435187723063,0.3612465819807935,91.76608001585046
8705,3.0692322136522905,0.0005743825387708214,-49.04133224487305,0.0,0.3277448694256446,-0.0017714603564886822,0.0,0.3661579603441487,0.0,6049,0.38515201210975647,0.0,3387240,0.0003,-1.7723595610083926,1.0,0.0,0.0,0.0,281436,0.0,0.0,559,104900,28.52,3669289,0.004250430786904078,1.129272355747149,0.0,0.0,52.03232626000001,0.3083849953688317,0.32762168031725547,0.36120863364482064,91.7684507064047
8710,3.0696116240115305,0.000574052812858783,-51.351722717285156,0.0,0.3277301831810332,-0.0017706573742567666,0.0,0.36613232418027164,0.0,6051,0.34631621837615967,0.0,3388608,0.0003,-1.7722840429776259,1.0,0.0,0.0,0.0,281550,0.0,0.0,559,104950,28.29,3670953,0.004247990815154994,1.12932973575045,0.0,0.0,52.71353036000001,0.30837022653134916,0.32760699397149823,0.36118572820482614,91.77057716745954
,,,-51.13692092895508,,,,,,,6054,0.3440670967102051,,3390072,0.0003,,1.0,,,,281672,,,559,105000,28.56,,,,,,52.79771271,,,,
8715,3.0695234859424105,0.0005737234652897303,-50.754302978515625,0.0,0.3277951227878266,-0.0017695857753617034,0.0,0.36618616714274876,0.0,6057,0.3399742543697357,0.0,3391656,0.0003,-1.7725603259088656,1.0,0.0,0.0,0.0,281804,0.0,0.0,559,105050,30.96,3673176,0.004245553643144004,1.1294602424246283,0.0,0.0,45.839067400000005,0.3084356077684304,0.3276723190746058,0.3612426836294618,91.77276335033422
8720,3.0701413015021686,0.0005733944954128441,-51.602622985839844,0.0,0.3277470137402757,-0.001768922160349256,0.0,0.36612951418825573,0.0,6059,0.5025836229324341,0.0,3393012,0.0003,-1.7725386734647537,1.0,0.0,0.0,0.0,281917,0.0,0.0,559,105100,29.71,3674554,0.004243119266055046,1.1295096622980079,0.0,0.0,49.51733853,0.30838781276881594,0.3276240479434607,0.3611886047696309,91.7734096841543
8725,3.070812953787501,0.0005730659025787965,-51.7774772644043,0.0,0.3277006501360746,-0.001768290310830071,0.0,0.36607372304236346,0.0,6061,0.36944738030433655,0.0,3394452,0.0003,-1.7723133491178353,1.0,0.0,0.0,0.0,282037,0.0,0.0,559,105150,27.07,3675867,0.004240687679083094,1.1295814779027293,0.0,0.0,57.40834261,0.30833957519370897,0.3275775308851086,0.3611353889224793,91.7736148423205
8730,3.071342970166824,0.000572737686139748,-48.245521545410156,0.0,0.32767624730950506,-0.0017675776762009806,0.0,0.36603696173277356,0.0,6064,0.296816349029541,0.0,3395988,0.0003,-1.7722635311728292,1.0,0.0,0.0,0.0,282165,0.0,0.0,560,105200,29.0,3677349,0.004238258877434135,1.1296598592014127,0.0,0.0,52.02827331999999,0.30831474073594334,0.32755308094499613,0.3611012919424931,91.77520825695181
8735,3.071470970659732,0.0005724098454493417,-56.765838623046875,0.0,0.3276980959557095,-0.001766634631692012,0.0,0.36605266713683443,0.0,6067,0.2931111454963684,0.0,3397572,0.0003,-1.7723178803688608,1.0,0.0,0.0,0.0,282297,0.0,0.0,559,105250,31.4,3679312,0.004235832856325129,1.1297522842819103,0.0,0.0,43.42173687,0.30833693807995965,0.3275751059946244,0.36111991210278566,91.77560902424439
8740,3.0720002260381865,0.0005720823798627002,-50.23621368408203,0.0,0.32765746830922104,-0.0017659233306726754,0.0,0.3660072193577314,0.0,6069,0.33390453457832336,0.0,3398964,0.0003,-1.7723180486326209,1.0,0.0,0.0,0.0,282413,0.0,0.0,559,105300,30.74,3680794,0.004233409610983982,1.1298035427362119,0.0,0.0,45.99597577,0.3082957117019439,0.3275343528697102,0.36107708043870307,91.77655975682828
8745,3.071932567850424,0.0005717552887364208,-46.330535888671875,0.0,0.3277073548317569,-0.001764869911438828,0.0,0.3660487106964886,0.0,6073,0.34615209698677063,0.0,3400536,0.0003,-1.7725811517011187,1.0,0.0,0.0,0.0,282544,0.0,0.0,559,105350,29.18,3682991,0.004230989136649514,1.1299036143566192,0.0,0.0,51.21817978,0.3083446412438113,0.32758455087232696,0.36112160444789837,91.77836724812468
