rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
22745,3.257007019572456,0.00021982853374367993,-49.144935607910156,0.0,0.32745783078423024,-0.000717307628853556,0.0,0.3650233297020747,0.0,16014,0.28899383544921875,0.0,8364612,0.0003,-1.8350051581488511,1.0,0.0,0.0,0.0,696217,0.0,0.0,522,273750,28.3,9061663,0.0016267311497032315,1.1910829743675364,0.0,0.0,52.19164758,0.3083897639483799,0.3274102933279947,0.36313266892229906,91.3277943011468
,,,-52.7895393371582,,,,,,,16018,0.30286043882369995,,8366040,0.0003,,1.0,,,,696336,,,522,273800,29.21,,,,,,51.69696401000001,,,,
22750,3.256939354779488,0.00021978021978021978,-49.57218551635742,0.0,0.32746449817213547,-0.0007171347883520099,0.0,0.3650308220738508,0.0,16020,0.32787030935287476,0.0,8367600,0.0003,-1.8350273512777138,1.0,0.0,0.0,0.0,696466,0.0,0.0,522,273850,30.23,9063847,0.0016263736263736263,1.1910821925101889,0.0,0.0,49.049967800000005,0.308395993815813,0.32741698351480664,0.3631405914501221,91.32755745573334
22755,3.2570071613145615,0.00021973192704900023,-49.270606994628906,0.0,0.3274636193750157,-0.0007169918463687231,0.0,0.3650286710970218,0.0,16023,0.20487315952777863,0.0,8368944,0.0003,-1.8350215815021005,1.0,0.0,0.0,0.0,696578,0.0,0.0,522,273900,29.18,9065654,0.0016260162601626016,1.1910994869864275,0.0,0.0,50.985693110000014,0.3083952903846976,0.32741611355244266,0.3631388526078456,91.32781810056001
22760,3.2570142363550345,0.0002196836555360281,-49.699180603027344,0.0,0.3274667383998596,-0.0007168356009232842,0.0,0.36503060116212704,0.0,16026,0.2910728454589844,0.0,8370396,0.0003,-1.8350113801691277,1.0,0.0,0.0,0.0,696699,0.0,0.0,522,273950,28.09,9067630,0.001625659050966608,1.1911078883638375,0.0,0.0,54.889612349999986,0.30839844139298384,0.32741924879914397,0.363141202170934,91.32807855751685
22765,3.257081999687522,0.00021963540522732265,-53.621089935302734,0.0,0.3274588881748592,-0.0007166927781735514,0.0,0.36502308305344167,0.0,16028,0.2458166629076004,0.0,8371956,0.0003,-1.834967203991849,1.0,0.0,0.0,0.0,696829,0.0,0.0,522,274000,29.08,9069437,0.0016253019986821875,1.1911076537672733,0.0,0.0,52.805830590000014,0.30839083545769097,0.3274113945138766,0.3631340859121096,91.32750261191927
,,,-52.361358642578125,,,,,,,16031,0.3072301745414734,,8373540,0.0003,,1.0,,,,696961,,,522,274050,31.45,,,,,,45.65679694000001,,,,
22770,3.2568743578463475,0.00021958717610891525,-54.006011962890625,0.0,0.32747598555455204,-0.0007164894310644023,0.0,0.36504264286472055,0.0,16033,0.30990827083587646,0.0,8374908,0.0003,-1.8350789648916208,1.0,0.0,0.0,0.0,697075,0.0,0.0,522,274100,30.22,9072011,0.0016249451032059727,1.191095057770597,0.0,0.0,48.70601186,0.3084079016714335,0.3274285339367871,0.363154097434836,91.32727727283822
22775,3.25694678252398,0.0002195389681668496,-48.26924514770508,0.0,0.32747422308976937,-0.0007163477725166014,0.0,0.36503893506259755,0.0,16037,0.37301695346832275,0.0,8376420,0.0003,-1.8350620542668907,1.0,0.0,0.0,0.0,697201,0.0,0.0,522,274150,28.58,9073805,0.0016245883644346872,1.1911089630658398,0.0,0.0,52.68987949000001,0.30840595170277535,0.32742677865251596,0.363150798157741,91.32737756837119
22780,3.257103157834423,0.00021949078138718174,-51.539432525634766,0.0,0.32746564009385487,-0.000716224636695053,0.0,0.36502843028517673,0.0,16040,0.258736252784729,0.0,8377812,0.0003,-1.8350644019258726,1.0,0.0,0.0,0.0,697317,0.0,0.0,522,274200,29.16,9075365,0.0016242317822651449,1.1911313902240555,0.0,0.0,49.60910019,0.30839726102507975,0.3274181902355599,0.36314068917079745,91.32719489966038
22785,3.2574320956533196,0.00021944261575597982,-52.13193893432617,0.0,0.32743634428732493,-0.00071613949251491,0.0,0.36499465322769264,0.0,16043,0.3097752332687378,0.0,8379264,0.0003,-1.8350388227402008,1.0,0.0,0.0,0.0,697438,0.0,0.0,522,274250,28.69,9076444,0.0016238753565942505,1.19114097114838,0.0,0.0,50.71463661,0.3083678713113187,0.3273888507595676,0.3631072647523301,91.32824667459984
22790,3.2574997100212366,0.00021939447125932427,-47.88127899169922,0.0,0.32743620201132084,-0.000715996946989018,0.0,0.3649949303612353,0.0,16046,0.39073115587234497,0.0,8380632,0.0003,-1.8350450890200596,1.0,0.0,0.0,0.0,697552,0.0,0.0,522,274300,28.16,9078251,0.0016235190873189996,1.1911661174228425,0.0,0.0,54.26375604,0.3083672709287032,0.3273887186599327,0.36310795724467293,91.32814036929956
22795,3.2579171266525484,0.00021934634788330776,-51.70602035522461,0.0,0.3273986053103747,-0.0007159313335939324,0.0,0.36495129455347775,0.0,16049,0.36526209115982056,0.0,8382072,0.0003,-1.8349488452421292,1.0,0.0,0.0,0.0,697672,0.0,0.0,522,274350,27.53,9079083,0.0016231629743364772,1.1911758469461096,0.0,0.0,55.933594199999995,0.30832961770034634,0.3273510629933696,0.36306465555380796,91.3287894924373
22800,3.257798073206694,0.0002192982456140351,-53.44969940185547,0.0,0.32741391414519105,-0.0007157478849649999,0.0,0.3649659806182101,0.0,16052,0.375527560710907,0.0,8383428,0.0003,-1.8350876721780462,1.0,0.0,0.0,0.0,697785,0.0,0.0,522,274400,28.1,9081410,0.0016228070175438596,1.1911797683900494,0.0,0.0,53.76521389,0.3083451045524769,0.32736641052590315,0.3630797832219201,91.32924377746457
22805,3.2580800758019244,0.00021925016443762334,-49.56513214111328,0.0,0.3273911133912085,-0.0007156526107722894,0.0,0.36493787926783905,0.0,16056,0.38790616393089294,0.0,8385036,0.0003,-1.8349994830082739,1.0,0.0,0.0,0.0,697919,0.0,0.0,522,274450,29.24,9082619,0.0016224512168384127,1.1911906722789567,0.0,0.0,52.39275526999999,0.30832197545856516,0.32734357813665416,0.3630520443338899,91.33015135290742
22810,3.2581102159385242,0.00021920210434020167,-47.50060272216797,0.0,0.3273886603037045,-0.0007155020678009759,0.0,0.36493669396026096,0.0,16059,0.3209937810897827,0.0,8386488,0.0003,-1.8349678953128092,1.0,0.0,0.0,0.0,698040,0.0,0.0,522,274500,30.85,9084530,0.0016220955721174923,1.19119734108347,0.0,0.0,48.19266939,0.30831971952486326,0.32734113096300277,0.36305127098132556,91.32946150281242
22815,3.2582149280125217,0.00021915406530791147,-45.211708068847656,0.0,0.32738177405852753,-0.0007153679638195498,0.0,0.36492803841169474,0.0,16062,0.2672160863876343,0.0,8387952,0.0003,-1.834907916111283,1.0,0.0,0.0,0.0,698162,0.0,0.0,522,274550,29.44,9086233,0.0016217400832785449,1.191206889620158,0.0,0.0,50.233616440000006,0.3083130484186716,0.32733424245305637,0.3630430134295913,91.32972911951711
22820,3.258291635554259,0.00021910604732690623,-53.55271911621094,0.0,0.3273740778129881,-0.0007152277714360916,0.0,0.364918294374431,0.0,16065,0.3456989526748657,0.0,8389452,0.0003,-1.834916340626068,1.0,0.0,0.0,0.0,698287,0.0,0.0,522,274600,29.28,9088014,0.001621384750219106,1.1912026451502928,0.0,0.0,50.12447849000001,0.3083053950681072,0.3273265424501947,0.36303366520738356,91.33011711299493
,,,-52.266117095947266,,,,,,,16068,0.30618587136268616,,8390880,0.0003,,1.0,,,,698406,,,522,274650,29.75,,,,,,49.10268687,,,,
22825,3.2581166904295773,0.0002190580503833516,-47.3577880859375,0.0,0.32738618460833735,-0.000715032412419255,0.0,0.36493339422344995,0.0,16071,0.2908184230327606,0.0,8392524,0.0003,-1.835051395573627,1.0,0.0,0.0,0.0,698543,0.0,0.0,522,274700,30.98,9090497,0.0016210295728368018,1.1911874934000983,0.0,0.0,45.69278138000001,0.3083180611107668,0.32733868199637656,0.36304920649692807,91.32932468864598
22830,3.2582679191867197,0.0002190100744634253,-51.966148376464844,0.0,0.32737487552530875,-0.0007149087061582236,0.0,0.36492064974700156,0.0,16074,0.34307900071144104,0.0,8394096,0.0003,-1.8349978356329313,1.0,0.0,0.0,0.0,698674,0.0,0.0,522,274750,31.79,9092070,0.0016206745510293473,1.1912007011573895,0.0,0.0,45.123786470000006,0.30830683757453137,0.3273273624925815,0.3630368519481004,91.3290876618124
22835,3.258139631288318,0.0002189621195533173,-53.043357849121094,0.0,0.3273912419949827,-0.0007147237378336152,0.0,0.36493523366129194,0.0,16078,0.2994656562805176,0.0,8395632,0.0003,-1.8350937689955065,1.0,0.0,0.0,0.0,698802,0.0,0.0,522,274800,31.02,9094423,0.0016203196846945479,1.1912009232507468,0.0,0.0,48.41908942,0.3083230160291423,0.3273437695429991,0.3630518759761711,91.32984270936365
22840,3.2580253776711365,0.00021891418563922942,-48.756805419921875,0.0,0.32740480780618625,-0.0007145419286058287,0.0,0.36495209185635563,0.0,16081,0.40415021777153015,0.0,8397096,0.0003,-1.8351204550212854,1.0,0.0,0.0,0.0,698924,0.0,0.0,522,274850,30.18,9096737,0.0016199649737302978,1.1912136963637432,0.0,0.0,49.09582754000001,0.30833671937792895,0.32735737075758586,0.3630691782817979,91.32910067932329
,,,-51.39601516723633,,,,,,,16084,0.3396236300468445,,8398692,0.0003,,1.0,,,,699057,,,522,274900,30.23,,,,,,48.51907448,,,,
22845,3.257818091941247,0.0002188662727073758,-52.64132308959961,0.0,0.32743808898282284,-0.0007143398000134296,0.0,0.36498756123499027,0.0,16087,0.40679073333740234,0.0,8400084,0.0003,-1.8352704922268335,1.0,0.0,0.0,0.0,699173,0.0,0.0,522,274950,30.32,9099311,0.001619610418034581,1.1912531929749168,0.0,0.0,48.15040718,0.3083698371460904,0.32739072363508026,0.3631051258554848,91.32901982672392
22850,3.2580623042991337,0.0002188183807439825,-51.001953125,0.0,0.32741404952709635,-0.0007142367380522478,0.0,0.3649597207450045,0.0,16090,0.3530980348587036,0.0,8401572,0.0003,-1.8351929046472562,1.0,0.0,0.0,0.0,699297,0.0,0.0,522,275000,28.76,9100624,0.0016192560175054705,1.1912511383881248,0.0,0.0,50.94668581999999,0.308345924593429,0.3273666502951727,0.363077646768354,91.32902040446916
22855,3.258013287404386,0.0002187705097352877,-44.75257110595703,0.0,0.32741880957697345,-0.0007140694532513011,0.0,0.36496588726802676,0.0,16093,0.33531424403190613,0.0,8403204,0.0003,-1.8352127452149543,1.0,0.0,0.0,0.0,699433,0.0,0.0,522,275050,31.07,9102756,0.0016189017720411288,1.1912528639594904,0.0,0.0,44.94028108,0.3083512673596564,0.3273714294972111,0.36308423714461135,91.32901433264695
22860,3.258006159627738,0.00021872265966754156,-49.3780517578125,0.0,0.3274194041810105,-0.0007139114207265619,0.0,0.3649664925028531,0.0,16098,0.3005674481391907,0.0,8404764,0.0003,-1.8351745594592377,1.0,0.0,0.0,0.0,699563,0.0,0.0,522,275100,31.3,9104771,0.0016185476815398076,1.1912517535691085,0.0,0.0,46.946018550000005,0.30835207448137275,0.3273720355778792,0.3630852558105219,91.32874330057282
22865,3.2579990350053247,0.00021867483052700635,-47.71760559082031,0.0,0.3274227529699413,-0.0007137534581355047,0.0,0.3649719756498359,0.0,16101,0.3107120990753174,0.0,8406276,0.0003,-1.8352034259034025,1.0,0.0,0.0,0.0,699689,0.0,0.0,522,275150,29.97,9106786,0.0016181937458998469,1.1912665660119448,0.0,0.0,49.33548556000001,0.3083553905694805,0.3273754009067982,0.3630911611840146,91.32894035799961
,,,-52.36284637451172,,,,,,,16103,0.3959363102912903,,8407572,0.0003,,1.0,,,,699797,,,522,275200,29.29,,,,,,49.69401626,,,,
22870,3.2579314675534117,0.00021862702229995628,-54.661155700683594,0.0,0.32742902659727596,-0.0007135823259929498,0.0,0.3649795424251116,0.0,16107,0.376115620136261,0.0,8409108,0.0003,-1.8352378618080551,1.0,0.0,0.0,0.0,699925,0.0,0.0,522,275250,29.08,9108970,0.0016178399650196764,1.1912660785238383,0.0,0.0,52.30955599,0.30836135452645635,0.32738169644812726,0.363099153834395,91.32864235575713
22875,3.2579197141740126,0.0002185792349726776,-50.949405670166016,0.0,0.3274324891346156,-0.0007134234910379741,0.0,0.3649860602042738,0.0,16110,0.28703323006629944,0.0,8410776,0.0003,-1.8352556436707586,1.0,0.0,0.0,0.0,700064,0.0,0.0,522,275300,31.23,9110998,0.0016174863387978142,1.191282575278986,0.0,0.0,47.57905375,0.30836493816846205,0.32738517571902415,0.36310609537257615,91.32818090507948
22880,3.2579404988623315,0.00021853146853146853,-54.1210823059082,0.0,0.3274330101347564,-0.0007132718492999237,0.0,0.3649862878583396,0.0,16113,0.3043306767940521,0.0,8412528,0.0003,-1.8352681322630149,1.0,0.0,0.0,0.0,700210,0.0,0.0,522,275350,33.06,9112935,0.001617132867132867,1.1912904395329433,0.0,0.0,41.661545659999994,0.3083657134152806,0.3273857080357901,0.36310673503231794,91.32791542523613
22885,3.2580170353086153,0.00021848372296263927,-49.58821105957031,0.0,0.3274264573208094,-0.0007131324771940233,0.0,0.36497928705786187,0.0,16117,0.33642587065696716,0.0,8414100,0.0003,-1.8352217275449774,1.0,0.0,0.0,0.0,700341,0.0,0.0,522,275400,32.59,9114716,0.0016167795499235308,1.1912950963215685,0.0,0.0,40.99616757,0.3083592367294066,0.32737915352733316,0.36310013276664344,91.32782997525047
22890,3.25800991605434,0.00021843599825251202,-49.22182846069336,0.0,0.3274236837466678,-0.0007129748590805191,0.0,0.36497832996710766,0.0,16121,0.40733420848846436,0.0,8415624,0.0003,-1.8352020441486077,1.0,0.0,0.0,0.0,700468,0.0,0.0,522,275450,32.09,9116731,0.001616426387068589,1.1912888907677026,0.0,0.0,40.858776109999994,0.30835699447337317,0.3273763852065552,0.3630995851460242,91.32698760090747
22895,3.2581421475537913,0.00021838829438742082,-49.99327087402344,0.0,0.3274135658329548,-0.0007128477984408593,0.0,0.3649684948488471,0.0,16124,0.2611372470855713,0.0,8417184,0.0003,-1.8351676419176837,1.0,0.0,0.0,0.0,700598,0.0,0.0,522,275500,31.35,9118356,0.0016160733784669143,1.1913046597504664,0.0,0.0,44.29198667,0.308346953614739,0.3273662590462367,0.3630901430023901,91.32649186663495
,,,-52.67317581176758,,,,,,,16127,0.299253910779953,,8418552,0.0003,,1.0,,,,700712,,,522,275550,29.49,,,,,,50.19616354,,,,
22900,3.2581396475883952,0.0002183406113537118,-52.677490234375,0.0,0.3274109093467888,-0.000712691321985387,0.0,0.3649683959377612,0.0,16130,0.2781800925731659,0.0,8419992,0.0003,-1.8351384748486386,1.0,0.0,0.0,0.0,700832,0.0,0.0,522,275600,28.47,9120358,0.0016157205240174672,1.1913029447691617,0.0,0.0,52.32857012,0.3083443014539118,0.327363608026932,0.36309045478362056,91.32559065231808
22905,3.258271803400642,0.00021829294913774285,-53.67457580566406,0.0,0.32740099607789763,-0.0007125643623760316,0.0,0.36495561715232355,0.0,16132,0.3915940523147583,0.0,8421336,0.0003,-1.8351474155412875,1.0,0.0,0.0,0.0,700944,0.0,0.0,521,275650,27.59,9121983,0.001615367823619297,1.1913090749956357,0.0,0.0,54.29817855000001,0.3083341204531065,0.3273536868915887,0.3630780632175672,91.32605480910361
22910,3.2581485771601906,0.00021824530772588389,-48.29560852050781,0.0,0.3274133113324268,-0.0007123816199842991,0.0,0.364967276235396,0.0,16136,0.36589694023132324,0.0,8422824,0.0003,-1.8352075460766955,1.0,0.0,0.0,0.0,701068,0.0,0.0,521,275700,27.92,9124323,0.0016150152771715407,1.1913015994584955,0.0,0.0,55.267206269999996,0.30834632068553974,0.3273660351086254,0.3630901542339596,91.3259272171499
,,,-53.23158645629883,,,,,,,16140,0.3459400236606598,,8424528,0.0003,,1.0,,,,701210,,,521,275750,31.43,,,,,,45.61974943999999,,,,
22915,3.2580022106498627,0.0002181976871045167,-52.152984619140625,0.0,0.3274318005105661,-0.0007121938990621831,0.0,0.36498835270782026,0.0,16143,0.264218807220459,0.0,8425920,0.0003,-1.8352485618610765,1.0,0.0,0.0,0.0,701326,0.0,0.0,521,275800,31.56,9126728,0.0016146628845734236,1.1913163982551607,0.0,0.0,42.334500129999995,0.3083647474667156,0.3273845685715808,0.3631116797433204,91.32555088526206
22920,3.2579858248138387,0.0002181500872600349,-49.4029541015625,0.0,0.32743990190792827,-0.0007120346675438934,0.0,0.3649966401698898,0.0,16146,0.275989830493927,0.0,8427396,0.0003,-1.8352650336068987,1.0,0.0,0.0,0.0,701449,0.0,0.0,521,275850,29.21,9128769,0.0016143106457242582,1.19133697942992,0.0,0.0,49.61210304000001,0.3083722710077199,0.3273926951642567,0.3631203925676694,91.32565572573573
22925,3.2579462537818116,0.00021810250817884405,-48.73522186279297,0.0,0.32744287320452303,-0.0007118704395799964,0.0,0.3649992564244539,0.0,16149,0.3731704652309418,0.0,8428824,0.0003,-1.8352800374239757,1.0,0.0,0.0,0.0,701568,0.0,0.0,521,275900,28.2,9130875,0.001613958560523446,1.191330571879826,0.0,0.0,53.915632669999994,0.3083753624521137,0.3273956822292461,0.36312342358955874,91.32557833262517
22930,3.258106119055821,0.00021805494984736154,-51.90239334106445,0.0,0.3274266388370037,-0.0007117498512442811,0.0,0.364980842449485,0.0,16151,0.3573509454727173,0.0,8430084,0.0003,-1.8352499680432122,1.0,0.0,0.0,0.0,701673,0.0,0.0,521,275950,26.67,9132422,0.0016136066288704753,1.1913284480865534,0.0,0.0,56.97583834,0.30835896766793114,0.32737942838040207,0.36310538560975,91.32546164368034
22935,3.2583401295479484,0.00021800741225201656,-49.551780700683594,0.0,0.32740640215253275,-0.0007116455094456709,0.0,0.3649585626649621,0.0,16154,0.32060346007347107,0.0,8431524,0.0003,-1.8351470794806715,1.0,0.0,0.0,0.0,701793,0.0,0.0,521,276000,27.69,9133761,0.0016132548506649226,1.1913408092378885,0.0,0.0,53.832047110000005,0.3083389509722722,0.3273591648803777,0.36308347456384804,91.3250615428028
,,,-46.94597625732422,,,,,,,16156,0.3333672285079956,,8433000,0.0003,,1.0,,,,701916,,,521,276050,28.59,,,,,,53.079862999999996,,,,
22940,3.2583097713718967,0.00021795989537925023,-52.53209686279297,0.0,0.32740783756724684,-0.0007114834857568121,0.0,0.3649635744463951,0.0,16159,0.3805627226829529,0.0,8434428,0.0003,-1.8351074809213193,1.0,0.0,0.0,0.0,702035,0.0,0.0,521,276100,28.56,9135841,0.0016129032258064516,1.1913455929423389,0.0,0.0,54.06566662,0.3083401885054015,0.3273606132426758,0.36308890498163904,91.32404915939219
22945,3.2580801183566632,0.00021791239921551536,-52.42640686035156,0.0,0.32743269875276276,-0.0007112780243541595,0.0,0.3649924697022967,0.0,16162,0.3912835717201233,0.0,8435880,0.0003,-1.8351804036127999,1.0,0.0,0.0,0.0,702156,0.0,0.0,521,276150,29.17,9138480,0.0016125517541948136,1.1913554637754282,0.0,0.0,51.43020460999999,0.30836479833433833,0.3273855303287905,0.3631182624891265,91.3235157923162
22950,3.2582676336596625,0.00021786492374727668,-48.962554931640625,0.0,0.32741449587392035,-0.0007111637056180511,0.0,0.3649718929769126,0.0,16165,0.2856453061103821,0.0,8437212,0.0003,-1.8351621698292384,1.0,0.0,0.0,0.0,702267,0.0,0.0,521,276200,28.4,9139949,0.0016122004357298474,1.1913563875556352,0.0,0.0,53.33676029,0.3083466503426825,0.3273673043716003,0.3630980571105907,91.32370178920485
22955,3.25840875090302,0.00021781746896101068,-51.89871597290039,0.0,0.32741137385028357,-0.0007110393119414786,0.0,0.36496392729417937,0.0,16168,0.32076960802078247,0.0,8438724,0.0003,-1.835151865593668,1.0,0.0,0.0,0.0,702393,0.0,0.0,521,276250,28.57,9141548,0.001611849270311479,1.1913815069951788,0.0,0.0,52.621551530000005,0.30834291233224126,0.32736418692320546,0.3630904857289379,91.32461942940645
,,,-50.157352447509766,,,,,,,16171,0.3311840891838074,,8440440,0.0003,,1.0,,,,702536,,,521,276300,32.93,,,,,,38.76195862,,,,
22960,3.2582857532813176,0.00021777003484320557,-54.671871185302734,0.0,0.32742888883298965,-0.0007108573508336935,0.0,0.36498387965745493,0.0,16174,0.3667251467704773,0.0,8441904,0.0003,-1.835270925690965,1.0,0.0,0.0,0.0,702658,0.0,0.0,521,276350,31.81,9143888,0.0016114982578397212,1.1914011891029277,0.0,0.0,42.69874939,0.3083604007367009,0.32738174429896105,0.3631108833844328,91.32432696254804
22965,3.258199866960037,0.00021772262138036142,-53.73491287231445,0.0,0.3274402354986056,-0.0007106835638790815,0.0,0.36499781726199737,0.0,16178,0.3621356785297394,0.0,8443596,0.0003,-1.8353737847600622,1.0,0.0,0.0,0.0,702799,0.0,0.0,521,276400,31.16,9146124,0.0016111473982146744,1.1914148038781243,0.0,0.0,46.782943190000005,0.3083714667287403,0.32739312203741333,0.3631252550665723,91.3242503048915
22970,3.2582158823813625,0.00021767522855898998,-57.084590911865234,0.0,0.3274517837012147,-0.0007105320748389223,0.0,0.36500642477478595,0.0,16181,0.3628305494785309,0.0,8445240,0.0003,-1.8354164079084891,1.0,0.0,0.0,0.0,702936,0.0,0.0,521,276450,32.54,9148074,0.0016107966913365258,1.1914482815165706,0.0,0.0,41.9839748,0.3083824796666863,0.32740470166848606,0.3631342867038599,91.32482879554598
22975,3.2583383653607076,0.0002176278563656148,-51.55046081542969,0.0,0.3274431820848189,-0.0007104038645970234,0.0,0.3649958070435011,0.0,16184,0.2796626389026642,0.0,8446800,0.0003,-1.8353447435630383,1.0,0.0,0.0,0.0,703066,0.0,0.0,521,276500,31.56,9149725,0.0016104461371055495,1.1914579359694064,0.0,0.0,43.85128071000001,0.30837361138283226,0.3273960945640283,0.36312405770259903,91.32484614689513
22980,3.2582941754689,0.0002175805047867711,-51.71701431274414,0.0,0.3274538312224449,-0.0007102393790803253,0.0,0.3650073450231086,0.0,16187,0.39028871059417725,0.0,8448192,0.0003,-1.835359913731329,1.0,0.0,0.0,0.0,703182,0.0,0.0,521,276550,30.43,9151844,0.0016100957354221062,1.1914789655043168,0.0,0.0,49.12301168000001,0.30838438139236507,0.32740677346455366,0.36313602481037155,91.32468612901675
22985,3.2585415459431206,0.00021753317380900588,-48.558509826660156,0.0,0.3274309470044149,-0.000710138505414096,0.0,0.3649821423288043,0.0,16190,0.2924875020980835,0.0,8449788,0.0003,-1.8352942047152376,1.0,0.0,0.0,0.0,703315,0.0,0.0,521,276600,29.31,9153144,0.0016097454861866436,1.1914866738942214,0.0,0.0,51.60022635999999,0.3083617373336472,0.3273838576094941,0.3631111837988421,91.32463782799806
,,,-50.88777160644531,,,,,,,16194,0.3067088723182678,,8451228,0.0003,,1.0,,,,703435,,,521,276650,30.54,,,,,,48.04232700000001,,,,
22990,3.258303007413108,0.00021748586341887777,-48.67877960205078,0.0,0.32746080833484376,-0.0007099318039509125,0.0,0.36501251120496864,0.0,16197,0.28779110312461853,0.0,8452668,0.0003,-1.8354952221112089,1.0,0.0,0.0,0.0,703555,0.0,0.0,521,276700,29.98,9155809,0.0016093953892996956,1.1914981099779236,0.0,0.0,51.30618708,0.3083918007771925,0.32741378385289377,0.3631420159086411,91.32491077816256
22995,3.258332860144228,0.00021743857360295715,-52.71137619018555,0.0,0.3274605292160648,-0.0007097836579410596,0.0,0.36501430580229904,0.0,16200,0.3727685809135437,0.0,8454228,0.0003,-1.8355112934821172,1.0,0.0,0.0,0.0,703685,0.0,0.0,521,276750,29.28,9157720,0.001609045444661883,1.1915144104616568,0.0,0.0,51.49917894,0.30839138328788734,0.32741351446702205,0.3631442212518248,91.32441884245466
23000,3.258533815910865,0.0002173913043478261,-51.03965759277344,0.0,0.3274416905318022,-0.0007096728408203818,0.0,0.36499388957786333,0.0,16203,0.3390961289405823,0.0,8455476,0.0003,-1.8354876464421859,1.0,0.0,0.0,0.0,703789,0.0,0.0,521,276800,27.66,9159150,0.001608695652173913,1.1915207737495217,0.0,0.0,55.183725249999995,0.3083723340797929,0.3273946515580451,0.3631241749612389,91.32439096139433
23005,3.2585867300891738,0.00021734405564007825,-50.040863037109375,0.0,0.3274470540382157,-0.0007095298371487118,0.0,0.36499759209811544,0.0,16206,0.3257776200771332,0.0,8456952,0.0003,-1.835478222519981,1.0,0.0,0.0,0.0,703912,0.0,0.0,521,276850,27.74,9160996,0.001608346011736579,1.1915517357108758,0.0,0.0,55.86191315,0.30837712281817786,0.3274000351168097,0.36312829136813185,91.32462363924664
23010,3.2587921980814443,0.000217296827466319,-49.35517883300781,0.0,0.32743409125058254,-0.000709420105817103,0.0,0.3649812340718119,0.0,16209,0.32196182012557983,0.0,8458644,0.0003,-1.8354547909891996,1.0,0.0,0.0,0.0,704053,0.0,0.0,521,276900,31.18,9162413,0.0016079965232507606,1.1915729897116312,0.0,0.0,46.05139590999999,0.30836398193349435,0.3273870588607651,0.36311231036492764,91.32517481626492
,,,-50.648658752441406,,,,,,,16212,0.3678220510482788,,8460132,0.0003,,1.0,,,,704177,,,521,276950,31.04,,,,,,45.76725988000001,,,,
23015,3.2584798772236896,0.00021724961981316532,-46.69961929321289,0.0,0.32746562049454053,-0.0007091977271631239,0.0,0.3650175649188313,0.0,16215,0.3829182982444763,0.0,8461668,0.0003,-1.8356229192114453,1.0,0.0,0.0,0.0,704305,0.0,0.0,521,277000,30.78,9165286,0.0016076471866174234,1.1915769164489753,0.0,0.0,45.03325715000001,0.3083955899555588,0.32741865598398107,0.36314911439847514,91.3247320468603
23020,3.258468074727232,0.00021720243266724586,-52.05111312866211,0.0,0.32747336815784545,-0.0007090408379161006,0.0,0.3650245135398743,0.0,16217,0.34434396028518677,0.0,8463024,0.0003,-1.8356104452481425,1.0,0.0,0.0,0.0,704418,0.0,0.0,521,277050,30.44,9167314,0.0016072980017376194,1.1915948105321164,0.0,0.0,46.57718786000001,0.3084035513457783,0.32742642802819,0.3631564822942455,91.32470552087557
23025,3.2585394348065266,0.00021715526601520088,-56.582462310791016,0.0,0.32746422584557927,-0.000708902109125555,0.0,0.3650132491946746,0.0,16220,0.2605072259902954,0.0,8464512,0.0003,-1.8355368337976958,1.0,0.0,0.0,0.0,704542,0.0,0.0,521,277100,28.75,9169108,0.0016069489685124863,1.191583660949724,0.0,0.0,52.862273480000006,0.30839445165980506,0.32741727922084196,0.36314560375828436,91.32474482607822
23030,3.2586431014661628,0.00021710811984368216,-54.29142761230469,0.0,0.32746114297715373,-0.0007087704675191758,0.0,0.36500875783494835,0.0,16222,0.3490714430809021,0.0,8465928,0.0003,-1.8354898219779878,1.0,0.0,0.0,0.0,704660,0.0,0.0,521,277150,27.92,9170811,0.001606600086843248,1.1916064345473893,0.0,0.0,55.66717586,0.30839127145347417,0.32741420093100737,0.3631415104144826,91.32456434532489
23035,3.258783678444378,0.00021706099413935315,-49.986549377441406,0.0,0.32744775864384407,-0.0007086469095908273,0.0,0.3649940256248041,0.0,16224,0.32203638553619385,0.0,8467392,0.0003,-1.835396528493119,1.0,0.0,0.0,0.0,704782,0.0,0.0,521,277200,28.12,9172410,0.0016062513566312134,1.1916092707564558,0.0,0.0,54.42352516999999,0.3083780077610433,0.3274008023571998,0.36312715734078327,91.3243028568445
